"","x","freq"
"1842","purce",1
"1843","purcent",1
"1844","purpose",1
"1845","pursue",1
"1846","pursued",1
"1847","put",7
"1848","putting",3
"1849","puxrmftrk",1
"1850","pvjvkwer",1
"1851","qcjgeuoic",1
"1852","qcscctnq",1
"1853","qcwurzbvf",1
"1854","qdnynhpdn",1
"1855","qgrtgvh",1
"1856","qhgarzvq",1
"1857","qitzbtotk",1
"1858","qjaakkzux",1
"1859","qjexvbcl",1
"1860","qjlimzug",1
"1861","qkclmqw",1
"1862","qlgjmumf",1
"1863","qmogtdxjv",1
"1864","qnbrshos",1
"1865","qobmqrnb",1
"1866","qpgsu",1
"1867","qpijbxsh",1
"1868","qpjapzy",1
"1869","qpmfupf",1
"1870","qpmipryv",1
"1871","qppcaoqb",1
"1872","qprfbbxdr",1
"1873","qrrtrikia",1
"1874","qsljbcovc",1
"1875","qterzlluk",1
"1876","qtjcoufhe",1
"1877","quad",1
"1878","quality",6
"1879","questions",3
"1880","qufssq",1
"1881","quick",1
"1882","quickly",6
"1883","quljiryfqn",1
"1884","qvzoonkrk",1
"1885","qwkesly",1
"1886","qxqirhepp",1
"1887","qykbigopy",1
"1888","qzhcekji",1
"1889","qztumceuzg",1
"1890","r",5
"1891","ra",1
"1892","race",2
"1893","racial",1
"1894","radiation",1
"1895","raging",1
"1896","rail",2
"1897","raimondo",1
"1898","raise",2
"1899","raised",2
"1900","rally",1
"1901","ramadan",1
"1902","ramgmadfe",1
"1903","ramp",1
"1904","ran",1
"1905","ranks",2
"1906","rapinoe",1
"1907","rate",2
"1908","rbsfanfcej",1
"1909","re",45
"1910","reach",2
"1911","reached",1
"1912","reaching",1
"1913","reading",1
"1914","ready",2
"1915","reaffirm",2
"1916","real",5
"1917","reality",3
"1918","really",1
"1919","reason",3
"1920","reasons",1
"1921","rebuild",9
"1922","recall",1
"1923","recap",1
"1924","receive",3
"1925","received",3
"1926","recent",1
"1927","recently",1
"1928","recipients",1
"1929","recognize",3
"1930","recommend",1
"1931","recommended",1
"1932","record",2
"1933","recorded",1
"1934","recovery",2
"1935","rededicate",1
"1936","reduce",5
"1937","reed",1
"1938","reflect",1
"1939","reform",1
"1940","refugee",2
"1941","refuse",1
"1942","reimagine",1
"1943","rejoined",2
"1944","rel",1
"1945","relat",1
"1946","relent",1
"1947","reliable",1
"1948","relief",12
"1949","remarkable",1
"1950","remarks",16
"1951","remember",6
"1952","remembrance",1
"1953","reminded",1
"1954","renewal",1
"1955","renewed",1
"1956","renewing",1
"1957","rent",1
"1958","reoitxxedj",1
"1959","reopened",1
"1960","reopening",1
"1961","repealed",1
"1962","report",5
"1963","represents",2
"1964","reproductive",1
"1965","republic",1
"1966","republican",2
"1967","republicans",2
"1968","requires",1
"1969","rescue",52
"1970","researchers",1
"1971","resili",1
"1972","resilient",2
"1973","resist",1
"1974","resolve",1
"1975","respect",4
"1976","response",9
"1977","responsible",1
"1978","rest",1
"1979","restaurant",1
"1980","restore",3
"1981","resulted",1
"1982","results",1
"1983","return",3
"1984","reunification",1
"1985","reunite",1
"1986","review",1
"1987","revitalization",1
"1988","rewarded",1
"1989","rhtfzjakg",1
"1990","rich",1
"1991","rides",1
"1992","right",19
"1993","rights",8
"1994","rigorous",1
"1995","rise",1
"1996","rising",2
"1997","risk",2
"1998","rkshkcagr",1
"1999","rlyxmxrqe",1
"2000","rnzrjzebbz",1
"2001","road",1
"2002","roads",3
"2003","robant",1
"2004","roe",1
"2005","rogiqmlf",1
"2006","role",2
"2007","roll",1
"2008","rolling",1
"2009","roof",3
"2010","rouge",2
"2011","rounded",1
"2012","roundtable",1
"2013","rover",1
"2014","rrmbxmaqt",1
"2015","rrzgzh",1
"2016","rswgcjwctc",1
"2017","rtodfozox",1
"2018","rule",1
"2019","running",2
"2020","rupphsxyt",1
"2021","russia",1
"2022","rvbbuc",1
"2023","rvcpkrltgf",1
"2024","rvdpfsrlva",1
"2025","rvsfqycm",1
"2026","rwjehph",1
"2027","rypvjyas",1
"2028","s",203
"2029","sa",1
"2030","sacred",4
"2031","sacrifice",1
"2032","sacrificed",1
"2033","sadness",1
"2034","sadtjcf",1
"2035","saf",1
"2036","safe",6
"2037","safely",1
"2038","safety",4
"2039","said",11
"2040","salienc",1
"2041","sanctions",1
"2042","saohhtnkp",1
"2043","sat",2
"2044","saturday",1
"2045","save",5
"2046","saved",1
"2047","saving",2
"2048","say",5
"2049","saying",1
"2050","says",1
"2051","sbpwmmtlug",1
"2052","scarred",1
"2053","schiff",1
"2054","school",3
"2055","schools",3
"2056","schumer",1
"2057","science",3
"2058","scientific",1
"2059","scientists",2
"2060","scmobzicn",1
"2061","sco",1
"2062","scorns",1
"2063","sdvlyinx",1
"2064","sdwjvfyco",1
"2065","se",1
"2066","seadgj",1
"2067","season",3
"2068","secbecerra",1
"2069","secgranholm",1
"2070","second",4
"2071","secre",1
"2072","secretary",6
"2073","secretarypete",1
"2074","secure",1
"2075","securing",1
"2076","security",2
"2077","see",4
"2078","seeing",1
"2079","seeking",1
"2080","seen",7
"2081","segregation",1
"2082","selfless",1
"2083","selma",1
"2084","seminary",1
"2085","senate",9
"2086","senators",3
"2087","send",6
"2088","sending",2
"2089","sends",2
"2090","senschumer",1
"2091","sense",3
"2092","sent",4
"2093","separated",1
"2094","serve",4
"2095","served",2
"2096","service",5
"2097","serving",2
"2098","session",2
"2099","set",5
"2100","setting",2
"2101","settings",2
"2102","sexual",1
"2103","shall",1
"2104","shaped",1
"2105","shar",1
"2106","share",6
"2107","shared",2
"2108","shattered",1
"2109","sho",1
"2110","shocking",1
"2111","shooti",1
"2112","shooting",1
"2113","shootings",1
"2114","short",1
"2115","shot",5
"2116","shots",13
"2117","should",27
"2118","shouldn",1
"2119","show",1
"2120","shown",2
"2121","shows",1
"2122","shut",1
"2123","sick",1
"2124","sicknick",1
"2125","sign",2
"2126","signed",12
"2127","significant",1
"2128","signin",1
"2129","signing",4
"2130","signs",2
"2131","silence",1
"2132","silent",1
"2133","simple",5
"2134","simply",3
"2135","since",10
"2136","sincere",1
"2137","single",5
"2138","site",4
"2139","sites",1
"2140","situation",1
"2141","sleeves",1
"2142","slogans",1
"2143","slslgdltf",1
"2144","sma",1
"2145","small",10
"2146","smqdpnmga",1
"2147","smszmxpyo",1
"2148","so",20
"2149","soccer",1
"2150","socially",3
"2151","solkkgcj",1
"2152","solutions",1
"2153","solve",2
"2154","some",1
"2155","somebody",1
"2156","something",1
"2157","son",1
"2158","sonreyvtvy",1
"2159","soon",2
"2160","sooner",4
"2161","sorrow",1
"2162","soul",2
"2163","south",2
"2164","southeast",1
"2165","sozapybot",1
"2166","speak",2
"2167","speaker",2
"2168","speakerpelosi",1
"2169","speaking",1
"2170","special",6
"2171","speed",5
"2172","spike",1
"2173","spoke",4
"2174","spqezlbtdn",1
"2175","spreading",1
"2176","sqscpbiz",1
"2177","st",9
"2178","stadium",1
"2179","staff",4
"2180","stage",1
"2181","stand",3
"2182","standing",1
"2183","stands",1
"2184","stared",1
"2185","staring",1
"2186","start",5
"2187","starting",3
"2188","state",5
"2189","statedept",1
"2190","statehouses",1
"2191","statement",1
"2192","states",19
"2193","station",1
"2194","stations",1
"2195","stay",2
"2196","steadfast",1
"2197","step",5
"2198","stepped",1
"2199","stepping",1
"2200","steps",3
"2201","sti",1
"2202","still",7
"2203","stimulu",1
"2204","stimulus",1
"2205","stop",6
"2206","stopped",4
"2207","stopping",1
"2208","store",1
"2209","story",4
"2210","stpknntm",1
"2211","straight",1
"2212","strained",1
"2213","strategy",1
"2214","street",2
"2215","streng",1
"2216","strengt",1
"2217","strength",1
"2218","strengthen",3
"2219","strengthening",1
"2220","stro",1
"2221","strong",4
"2222","stronger",4
"2223","struggle",1
"2224","struggling",7
"2225","students",2
"2226","study",2
"2227","such",1
"2228","suffering",2
"2229","suga",4
"2230","summit",2
"2231","sunday",1
"2232","super",3
"2233","superbowl",1
"2234","supplies",2
"2235","supply",3
"2236","support",3
"2237","supported",2
"2238","sure",5
"2239","surface",1
"2240","survived",1
"2241","sustainable",1
"2242","swami",1
"2243","swegthfs",1
"2244","swift",2
"2245","syst",1
"2246","syste",1
"2247","system",5
"2248","t",671
"2249","table",3
"2250","tackl",1
"2251","tackle",5
"2252","tackling",1
"2253","tagajvdp",1
"2254","take",9
"2255","taken",3
"2256","takeoff",1
"2257","taking",12
"2258","talk",1
"2259","talked",1
"2260","tammy",1
"2261","tampa",1
"2262","task",1
"2263","taught",1
"2264","tax",10
"2265","taylor",1
"2266","tdgunh",1
"2267","tdqrsyri",1
"2268","teacher",1
"2269","teachers",4
"2270","team",3
"2271","teams",1
"2272","teamwork",1
"2273","tell",1
"2274","ten",1
"2275","term",1
"2276","terms",1
"2277","territories",3
"2278","tested",1
"2279","testing",1
"2280","texas",6
"2281","th",26
"2282","tha",3
"2283","than",21
"2284","thank",13
"2285","thanks",2
"2286","that",118
"2287","the",696
"2288","their",35
"2289","them",11
"2290","themselves",2
"2291","then",4
"2292","theological",1
"2293","ther",1
"2294","there",33
"2295","these",6
"2296","they",17
"2297","thi",1
"2298","thing",3
"2299","things",6
"2300","think",6
"2301","thinking",2
"2302","third",2
"2303","thirty",1
"2304","this",140
"2305","tho",1
"2306","thomas",1
"2307","those",10
"2308","thought",1
"2309","thoughts",1
"2310","thousands",1
"2311","thre",1
"2312","threat",3
"2313","three",9
"2314","throu",1
"2315","through",15
"2316","throughout",2
"2317","throws",1
"2318","thursday",1
"2319","thxmjncn",1
"2320","tidewater",1
"2321","tie",1
"2322","time",47
"2323","timely",1
"2324","times",1
"2325","tivzcwmz",1
"2326","tiyoqvrz",1
"2327","tkhmpare",1
"2328","tlzzmpmuju",1
"2329","to",456
"2330","tod",1
"2331","today",67
"2332","together",11
"2333","tomorrow",3
"2334","tonight",11
"2335","too",12
"2336","took",23
"2337","tools",1
"2338","top",3
"2339","touched",1
"2340","tough",4
"2341","tour",3
"2342","touring",2
"2343","toward",3
"2344","town",1
"2345","tpbttr",1
"2346","tps",2
"2347","tpzfii",1
"2348","track",2
"2349","tracks",1
"2350","trade",2
"2351","traditional",1
"2352","tragedies",1
"2353","tragedy",1
"2354","tragic",1
"2355","trains",2
"2356","transformational",1
"2357","transgender",3
"2358","transit",1
"2359","transphobia",1
"2360","transportation",1
"2361","trauma",1
"2362","traveled",1
"2363","treasury",1
"2364","treated",2
"2365","trial",1
"2366","tribal",1
"2367","tribes",3
"2368","trickle",3
"2369","trillions",1
"2370","trip",2
"2371","tripled",1
"2372","troop",1
"2373","troops",3
"2374","trudeau",1
"2375","truly",2
"2376","truth",5
"2377","trzyywosy",1
"2378","ttvpgigv",1
"2379","tu",1
"2380","tuesday",1
"2381","tune",38
"2382","tuning",2
"2383","tunnel",1
"2384","turbine",1
"2385","turn",4
"2386","turned",1
"2387","tvagnuaxa",1
"2388","tvyznfks",1
"2389","twitter",2
"2390","twmao",1
"2391","two",11
"2392","txjymougl",1
"2393","tyfgphtvxh",1
"2394","typical",1
"2395","tyqyaine",1
"2396","tzgigzfi",1
"2397","tztadygh",1
"2398","u",9
"2399","ugpfxwgwl",1
"2400","ulcuyap",1
"2401","umiqg",1
"2402","un",1
"2403","unable",1
"2404","unaccept",1
"2405","unacceptable",1
"2406","uncertain",1
"2407","unconditional",1
"2408","undeniable",1
"2409","under",4
"2410","underestimate",1
"2411","underserved",1
"2412","understands",1
"2413","undervalued",1
"2414","undocumented",1
"2415","unfathomable",1
"2416","unimaginable",1
"2417","union",5
"2418","unions",1
"2419","unite",1
"2420","united",15
"2421","units",1
"2422","unity",3
"2423","universal",1
"2424","unknown",1
"2425","unlike",1
"2426","unlncvstxl",1
"2427","unmistakable",1
"2428","until",4
"2429","unuejwhpb",1
"2430","uoyxbpg",1
"2431","up",22
"2432","update",11
"2433","uplifting",1
"2434","uplujxd",1
"2435","upncouqar",1
"2436","uppjcbvyp",1
"2437","urge",2
"2438","urgent",1
"2439","urlhgrxnzr",1
"2440","urzciiges",1
"2441","us",17
"2442","usda",1
"2443","use",4
"2444","used",2
"2445","usher",1
"2446","ushers",1
"2447","using",1
"2448","usylhab",1
"2449","utmost",1
"2450","uuknldqbh",1
"2451","uxyfhvt",1
"2452","uybepxug",1
"2453","uyccpsoyd",1
"2454","uyefe",1
"2455","uyheffwe",1
"2456","v",12
"2457","va",1
"2458","vac",1
"2459","vacci",1
"2460","vaccinate",9
"2461","vaccinated",26
"2462","vaccinating",2
"2463","vaccination",13
"2464","vaccinations",5
"2465","vaccine",27
"2466","vaccines",6
"2467","vaehdauq",1
"2468","vaisakhi",1
"2469","values",2
"2470","variants",1
"2471","various",2
"2472","vast",1
"2473","vaxlive",1
"2474","vccnzxnxv",1
"2475","vdlfavdk",1
"2476","ve",35
"2477","vecqgesid",1
"2478","vehicle",2
"2479","veouybznk",1
"2480","verdict",3
"2481","vernon",1
"2482","version",1
"2483","very",1
"2484","veterans",2
"2485","vglcsdil",1
"2486","vhjbfzbs",1
"2487","vhremxybi",1
"2488","vice",19
"2489","victory",1
"2490","vietnam",1
"2491","vilsack",1
"2492","violenc",1
"2493","violence",6
"2494","virginia",1
"2495","virtual",1
"2496","virtually",3
"2497","virus",9
"2498","vision",2
"2499","visionary",2
"2500","visit",2
"2501","visited",4
"2502","visiting",3
"2503","vkbmpkxb",1
"2504","vkmlqclyx",1
"2505","vmsyqegevf",1
"2506","vmvokbesfz",1
"2507","vnwmxnqii",1
"2508","voavkyhao",1
"2509","voice",1
"2510","vote",4
"2511","voted",3
"2512","voting",6
"2513","vp",1
"2514","vpmlfscdms",1
"2515","vpxhankaco",1
"2516","vqtcnswsw",1
"2517","vrqlsel",1
"2518","vrtxhhcx",1
"2519","vsefmffyuf",1
"2520","vsvmkdn",1
"2521","vulnerable",1
"2522","vvsrzb",1
"2523","vwttkiss",1
"2524","vxisyjnmbm",1
"2525","vygozemul",1
"2526","vywvaeu",1
"2527","w",10
"2528","wa",2
"2529","wade",1
"2530","wage",4
"2531","waiting",1
"2532","waking",1
"2533","walensky",1
"2534","walk",1
"2535","wall",1
"2536","walter",2
"2537","want",10
"2538","wants",3
"2539","war",5
"2540","warm",1
"2541","warmest",3
"2542","warming",1
"2543","was",24
"2544","wash",3
"2545","washington",2
"2546","wasn",1
"2547","waste",5
"2548","watch",3
"2549","watched",1
"2550","water",5
"2551","way",18
"2552","ways",3
"2553","wbfnflxrm",1
"2554","wcqavohmte",1
"2555","we",269
"2556","wealthiest",1
"2557","wealthy",3
"2558","weapons",2
"2559","wear",9
"2560","wearing",3
"2561","wednesday",1
"2562","week",21
"2563","weekend",2
"2564","weeks",7
"2565","welcome",2
"2566","welcoming",2
"2567","well",1
"2568","went",1
"2569","were",10
"2570","weren",1
"2571","wh",2
"2572","what",10
"2573","whatever",1
"2574","when",40
"2575","where",4
"2576","whether",2
"2577","which",1
"2578","while",6
"2579","white",11
"2580","who",27
"2581","whole",3
"2582","whose",4
"2583","why",23
"2584","will",71
"2585","win",3
"2586","wind",1
"2587","wins",1
"2588","wish",1
"2589","wishes",5
"2590","wishing",1
"2591","with",80
"2592","withdrawal",1
"2593","within",3
"2594","without",1
"2595","witn",1
"2596","witnsuqwv",1
"2597","wkmrldbz",1
"2598","wktaqjkl",1
"2599","wlmjudchtx",1
"2600","wnxgumxii",1
"2601","women",8
"2602","won",3
"2603","wondering",1
"2604","wor",1
"2605","word",4
"2606","words",4
"2607","work",25
"2608","worke",1
"2609","worked",6
"2610","worker",3
"2611","workers",7
"2612","working",13
"2613","workplace",1
"2614","works",1
"2615","world",16
"2616","worst",1
"2617","worth",1
"2618","worthy",1
"2619","would",3
"2620","wouldn",1
"2621","wqmuipiiwo",1
"2622","wquukcm",1
"2623","wqwaanznf",1
"2624","wqzqebvuar",1
"2625","wrapped",2
"2626","wrenchi",1
"2627","wright",1
"2628","write",1
"2629","writing",1
"2630","wrong",2
"2631","wrtqrvab",1
"2632","wsdxmmp",1
"2633","wsnicf",1
"2634","wsrdgnyq",1
"2635","wtygcsaob",1
"2636","wwlbmo",1
"2637","wydjkpqya",1
"2638","wyeijlhfd",1
"2639","wzmopnre",1
"2640","x",117
"2641","xbvnvxlvjf",1
"2642","xbvrdibe",1
"2643","xcmtbn",1
"2644","xdkcrsk",1
"2645","xeupteqd",1
"2646","xfnwvsgc",1
"2647","xgcgxvt",1
"2648","xgtkfdekhb",1
"2649","xi",1
"2650","xjjgmkyz",1
"2651","xjryiptw",1
"2652","xjwrcilwzl",1
"2653","xkovxycwk",1
"2654","xlkpaacku",1
"2655","xlqushyzm",1
"2656","xlsowitg",1
"2657","xlujocoepz",1
"2658","xlzsjqmyd",1
"2659","xnmmqzqgu",1
"2660","xqemcxuebb",1
"2661","xqtkzgjsi",1
"2662","xrfdybg",1
"2663","xttivkpxb",1
"2664","xuyjusqnb",1
"2665","xvqvlkt",1
"2666","xwhgqmk",1
"2667","xxczujlgd",1
"2668","xxmmuowxjm",1
"2669","xxquwfywk",1
"2670","xyqtmiwk",1
"2671","xyvopjqt",1
"2672","xyvwjzyk",1
"2673","xznostegj",1
"2674","yauhymzwc",1
"2675","yayoc",1
"2676","ybsvjgdhp",1
"2677","ybvehtpnfa",1
"2678","ybwsnunbp",1
"2679","ycfjkjl",1
"2680","year",19
"2681","years",15
"2682","yeats",1
"2683","yes",1
"2684","yesterday",9
"2685","yet",3
"2686","yiftmxnhea",1
"2687","yirbnzvy",1
"2688","yjqwktg",1
"2689","ylzbjwhg",1
"2690","ymantgtbq",1
"2691","yo",1
"2692","yojflkgwp",1
"2693","you",47
"2694","young",1
"2695","your",24
"2696","yours",2
"2697","yourself",1
"2698","ypgwxxqdl",1
"2699","ypwvwnxbg",1
"2700","yquimrpm",1
"2701","yqyrbzwqu",1
"2702","yvicfanrjr",1
"2703","yvikwrjdg",1
"2704","yvvytcrqcf",1
"2705","ywofceq",1
"2706","yxhbihlqf",1
"2707","yxsnvbwzh",1
"2708","yxzouykgo",1
"2709","zarpovhbmy",1
"2710","zcpzqgg",1
"2711","zcypbqhmj",1
"2712","zdetvzwc",1
"2713","zdzqadzph",1
"2714","zdztszvdrg",1
"2715","zedf",1
"2716","zeggkkdz",1
"2717","zero",2
"2718","zeyqwcsg",1
"2719","zfslttkimy",1
"2720","zfwyzxowl",1
"2721","ziznsbsjug",1
"2722","zjxeokxomm",1
"2723","zlmdcjumgh",1
"2724","zmdhqpy",1
"2725","znyhxkqypn",1
"2726","zovdkhxa",1
"2727","zpovwssx",1
"2728","zqenuyato",1
"2729","zqkpgg",1
"2730","zqpyvgaoqn",1
"2731","zrwamsqb",1
"2732","zvompuim",1
"2733","zvwgzsb",1
"2734","zwguetxgx",1
"2735","zwowyei",1
"2736","zxhgadtygc",1
"2737","zxrbqlyz",1
"2738","zygthwqfmj",1
"2739","zzrzjonem",1
